query,ground_true,answer,query_quality,tbp_answer,tbp05,tbp08
我没等红包出来就返回了,,,,快递中途显示返回了,快递中途显示返回了,快递中途显示返回了
前天你说24小时会处理[Facepalm],,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,平台客服介入处理需要多久？
说找不到地址,,,,如何查看商家退货地址？,如何查看商家退货地址？,如何查看商家退货地址？
商家没有客服,,,,如何联系人工在线客服？,如何联系人工在线客服？,如何联系人工在线客服？
多少天了,,,,,,
邀请好友有什么要求吗,,,,,,
昨晚在腾讯视频直播买的,,,,,,
没有处理时效的吗？,,,,,,
这是两个工作日吧,,,,,,
就像这样,,,,,,
24+48再+48小时？,,,,快递停滞不更新,快递停滞不更新,快递停滞不更新
不然解决不了问题,,,,什么是7天无理由退货？,什么快递发货？,
还是说申请退款 优惠券就没了,,,,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？
真是无语了,,,,,,
难怪一直做不起来电商,,,,,,
退换货都两天了，联系好了没,,,,,,
好 谢谢/:rose/:rose,,,,,,
赔偿吧，不敢在要货了,,,,,,
你看看物流,,快递无走件信息,,如何查看物流信息？,如何查看商家退货地址？,如何查看商家退货地址？
苹果碰伤几个,,,,,,
我是做医药电商的，可以吗,,,,,,
不会的哦,,,,,,
你这里能解决吗,,,,快递停滞不更新,,快递停滞不更新
总是在网上买东西，不可能把地址填错的。,,如何修改收货地址或订单信息？,,如何修改收货地址或订单信息？,如何修改收货地址或订单信息？,如何修改收货地址或订单信息？
9号的订单，今天23号了，还要等几天,,,,商家发货地是哪里？,商家发货地是哪里？,商家发货地是哪里？
反正讲来讲去就是你们快递是真慢,,快递无走件信息,,,,
不想要，就凭商家这个态度！就要退款。,,商家拒绝退款/退货申请，怎么办？,,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？,如何申请退款/退货？
为什么没有提示,,,,,,
贵公司办公地址在哪,,,,,,购买后多久可以收到产品？
你还是没看到么,,,,,,
核实好了吗,,,,商家一直不发货,商家一直不发货,商家一直不发货
东西看上去是正常的 一碰就响,,,,,,
深圳的是吧,,,,,,
12个,,,,坏果烂果,坏果烂果,商家拒绝退款/退货申请，怎么办？
查看物流说十七号就,,,,如何查看物流信息？,如何查看物流信息？,如何查看物流信息？
沟通几天了都,,,,后台显示待退货,,发起售后申请后多久可以退款？
昨天直播特价我拍的，今天说快递异常让我退货，这个事能解决吗,,,,什么是7天无理由退货？,,什么是7天无理由退货？
好的 [Facepalm]我用了的五折的券也能退嘛,,,,后台显示待退货,什么是7天无理由退货？,商家一直不发货
我到时候就所有评论全部都刷单不回款,,,,,,
哪个鬼客服电话联系我了？是我刚打了电话过去的,,,,如何联系人工在线客服？,如何联系人工在线客服？,如何联系人工在线客服？
商家,,,,,,
商家客服电话多少,,平台官方热线电话是多少？,,平台官方热线电话是多少？,,平台客服介入处理需要多久？
开服务费的？,,,,,,
我已经发了很多遍了,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,下单后多久可以发货？
解决好了不投诉,,,,后台显示待退货,,发起售后申请后多久可以退款？
现在没有了/::D,,,,,,
退货没地址，运费咋办？,,,,如何查看商家退货地址？,如何查看商家退货地址？,如何查看商家退货地址？
商家聊天框一直在加载,,,,,购买后多久可以收到产品？,购买后多久可以收到产品？
过了24了吧,,,,发起售后申请后多久可以退款？,,发起售后申请后多久可以退款？
新人给的,,,,后台显示待退货,后台显示待退货,
等了好几天，还要等多久？这效率太低了！,,,,下单后多久可以收到？,,下单后多久可以收到？
你提醒一下，让他帮我退款,,发起售后申请后多久可以退款？,,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？,如何申请退款/退货？
我要求周五送到的,,,,商家发货地是哪里？,商家发货地是哪里？,商家发货地是哪里？
我每天就等你们的电话嘛,,,,平台官方热线电话是多少？,平台官方热线电话是多少？,平台官方热线电话是多少？
好的，太久了吧送货,,快递无走件信息,,商家发货地是哪里？,商家发货地是哪里？,商家发货地是哪里？
怎么没退回微信,,,,商家拒绝退款/退货申请，怎么办？,商家拒绝退款/退货申请，怎么办？,商家拒绝退款/退货申请，怎么办？
你看不清么,,,,,,
我看有人在做新用户拉新,,,,,,
我地址怎么不对了，手机号码也不是报告的号码，货收不到怎么办？,,,,如何修改收货地址或订单信息？,如何修改收货地址或订单信息？,如何修改收货地址或订单信息？
你的服务我满意，平台对消费者的态度十分不满意,,,,质量问题,发起售后申请后多久可以退款？,质量问题
3个,,,,质量问题,质量问题,质量问题
没有可能吧,,,,,,
是个男的,,,,,,
商家客服不在...,,,,如何联系人工在线客服？,如何联系人工在线客服？,如何联系人工在线客服？
🈚️,,,,购买后多久可以收到产品？,质量问题,
哪有这种霸王条约？,,,,,,
我退款之前就已经没了,,,,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？
说的是手机号码,,如何修改收货地址或订单信息？,,,,
那现在不用理，对吗,,,,什么是7天无理由退货？,什么是7天无理由退货？,
天天要我来催,,,,商家一直不发货,后台显示待退货,
麻烦处理一下,,,,坏果烂果,商家拒绝退款/退货申请，怎么办？,质量问题
当时咋不那么说,,,,,,
避免更多人被骗,,,,,,
没有了，这个给解决就/:ok,,,,,,
一个问题我在淘宝在拼多多,,,,,,
啥时候返的,,,,下单后多久可以发货？,下单后多久可以发货？,下单后多久可以发货？
3305674,,,,,,
不用。我就要退货,,如何操作退货？,,如何操作退货？,如何操作退货？,如何操作退货？
这样总行了吧,,,,,,
几时可以入住,,,,,,
天天加急,,,,,,
我就那么空闲？,,,,,,
行了，我不要了，你介入退款,,,,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？
我申请的退货怎么也没进展了。,,商家拒绝退款/退货申请，怎么办？,,后台显示待退货,商家拒绝退款/退货申请，怎么办？,后台显示待退货
供应商入驻怎么个流程,,,,,,
能不能拦截回去,,,,,,
我的巧克力都跑上虫子了,,,,,,
天天等你们电话？,,如何联系人工在线客服？,,平台官方热线电话是多少？,平台官方热线电话是多少？,平台官方热线电话是多少？
怎么处理？啥时候有答复,,,,质量问题,质量问题,质量问题
新人都不好好对待，那怎么留住顾客,,,,,,
能不能行,,,,如何申请退款/退货？,,如何申请退款/退货？
最后问一次，能解决吗？不解决我将向消协投诉。,,,,什么是7天无理由退货？,,
我刚才联系到卖家了！辛苦你了,,,,快递无走件信息,,快递无走件信息
商家糊弄,,,,什么是7天无理由退货？,什么是7天无理由退货？,什么是7天无理由退货？
还要我保留外箱，,,,,,,
搞笑吧,,,,快递在其他地址被签收,快递停滞不更新,快递在其他地址被签收
这个订单 这家店,,,,,,
刚申请退款麻烦同意下,,发起售后申请后多久可以退款？,,商家拒绝退款/退货申请，怎么办？,商家拒绝退款/退货申请，怎么办？,商家拒绝退款/退货申请，怎么办？
那么多快递都没丢过,,快递无走件信息,,,,
发错的快递单号是多少,,快递无走件信息,,,,
这不扯吗？,,,,商家拒绝退款/退货申请，怎么办？,商家拒绝退款/退货申请，怎么办？,
芒果,,,,,,
<订单号> 这个订单 帮我处理下下 买家申请了退款 我拒绝了 我要正常给他发货 现在点不了发货,,退货发什么物流及如何上传物流单号？,,什么是7天无理由退货？,什么是7天无理由退货？,什么是7天无理由退货？
纸品商家运营群怎么进入呢？,,,,,,
就是新人跟买,,,,如何操作退货？,如何操作退货？,如何操作退货？
我的两个订单怎么处理？,,,,后台显示待退货,后台显示待退货,后台显示待退货
还有好几个呢,,,,,,
腾讯客服不好找啊,,,,如何联系人工在线客服？,如何联系人工在线客服？,如何联系人工在线客服？
Ok,,,,,,
还是退货退款问题,,已经退货了，多久可以退款？,,如何操作退货？,如何操作退货？,如何操作退货？
那个商户入驻，需要邀请码,,,,,,
我天天投诉你们,,,,如何投诉快递,如何操作取消订单？,如何操作取消订单？
复制不了,,,,后台显示待退货,后台显示待退货,后台显示待退货
我怀疑买的就是秭归橙子,,,,,,
zaibu,,,,,,
多久能有结果,,,,下单后多久可以收到？,下单后多久可以发货？,下单后多久可以收到？
先办公司在问还是,,,,,,
联系客服又不理,,,,如何联系人工在线客服？,如何联系人工在线客服？,如何联系人工在线客服？
你往下看物流,,如何查看物流信息？,,如何查看物流信息？,如何查看商家退货地址？,
我不管你们谁去管这件事 说好了的能改 我就要在这个地址收货,,,,如何修改收货地址或订单信息？,坏果烂果,如何修改收货地址或订单信息？
我用的是那个满5.01用5元券那个,,,,,,
然后申请退款,,发起售后申请后多久可以退款？,,如何申请退款/退货？,如何联系人工在线客服？,如何申请退款/退货？
所以这就是你们的解决方式？,,,,后台显示待退货,后台显示待退货,
怎么还没结果,,,,商家拒绝退款/退货申请，怎么办？,商家拒绝退款/退货申请，怎么办？,商家延迟发货怎么办？
我不小心删掉了,,,,,,
这单什么时候能解决？,,,,什么是7天无理由退货？,什么是7天无理由退货？,
就这么多东西了，生产许可证呢？质量合格证呢？,,,,,,
晚上下单,,,,下单后多久可以发货？,下单后多久可以发货？,
客服人员说让我撤销申请,,申请退货/退款后如何操作撤销退货/退款申请？,,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？
你好？什么时候可以给到我？,,,,下单后多久可以收到？,下单后多久可以收到？,下单后多久可以收到？
20支,,,,options@,,
我的货怎么了,,,,快递无走件信息,快递无走件信息,快递无走件信息
你帮我看一下什么时候送呢？,,,,下单后多久可以发货？,下单后多久可以发货？,
晕,,,,商家拒绝退款/退货申请，怎么办？,,商家拒绝退款/退货申请，怎么办？
只能纸的对吧,,,,,,
说尽快,,,,快递停滞不更新,快递停滞不更新,快递停滞不更新
是被取了吗,,,,商家一直不发货,,
重庆市九龙坡区华福雅苑23栋3单元4杠4,,,,,,
39,,,,options@,,
那也气的我够呛啊，气的我心跳，我就上不来气儿。,,,,什么是7天无理由退货？,,
就是我领卷下单价格不动,,,,快递无走件信息,快递无走件信息,快递无走件信息
你们要不回复我，我都快忘记啦,,,,,,
我就是不舒服，出12元运费也把东西退回去,,,,如何操作退货？,如何操作取消订单？,如何操作取消订单？
我这边有水果，想和咱们合作,,,,,,
哦！我打电话问问,,如何联系人工在线客服？,,,,
看下这快递什么意思,,什么快递发货？,,什么快递发货？,什么快递发货？,什么快递发货？
今天没有来电话哎,,,,,,平台客服介入处理需要多久？
没有物流啊,,如何查看物流信息？,,,,
刚刚看了，没有,,,,,,
能拒签的就让快递原路退回了，就不签收,,可以拒签商品吗,,可以拒签商品吗,后台显示待退货,发起售后申请后多久可以退款？
怎么品牌项没有选择的,,,,什么是7天无理由退货？,,
好，你们新平台，质量问题要控制好，要不然客户买几次都有问题的话就不再来购买了,,质量问题,,质量问题,质量问题,质量问题
没出来,,,,发起售后申请后多久可以退款？,发起售后申请后多久可以退款？,可以拒签商品吗
我好久申请退款的？,,发起售后申请后多久可以退款？,,如何申请退款/退货？,如何申请退款/退货？,如何申请退款/退货？
为什么不能退货,,如何操作退货？,,如何操作退货？,,如何操作退货？
串通一气,,,,,,
还有买了这柑只有一个好吃,,,,,,
不过又退货了,,,,如何操作退货？,如何操作退货？,如何操作退货？
如果客服,,,,发起售后申请后多久可以退款？,发起售后申请后多久可以退款？,发起售后申请后多久可以退款？
投诉没用呗,,,,,,
还是公众号联系我,,,,,,
怎么联系商家,,如何联系人工在线客服？,,如何联系人工在线客服？,如何联系人工在线客服？,如何联系人工在线客服？
什么时候可以解决问题,,,,下单后多久可以收到？,下单后多久可以收到？,平台客服介入处理需要多久？
下单后，我就申请退款，但48小时候，你们却发货了，怎么个意思？,,,,下单后多久可以收到？,下单后多久可以收到？,下单后多久可以收到？
没人联系,,如何联系人工在线客服？,,商家拒绝退款/退货申请，怎么办？,商家拒绝退款/退货申请，怎么办？,如何联系人工在线客服？
登记的把撤销吧,,,,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？
这是昨天的朋友购买就有,,,,下单后多久可以发货？,下单后多久可以发货？,下单后多久可以发货？
水果需要摘，48小时能理解,,,,,,
/:8-),,,,options@,,
你好我的款怎么还没退回啊,,,,后台显示待退货,,后台显示待退货
你好，这个都是多久更新？,,,,快递停滞不更新,快递停滞不更新,快递停滞不更新
我说有问题的时候不让我退回去,,,,后台显示待退货,,后台显示待退货
???,,,,快递停滞不更新,快递停滞不更新,快递停滞不更新
要不我查一下怎么投诉吧 我投诉一下吧,,,,,,
妹子,,,,,,
我17号买的,,,,商家发货地是哪里？,商家发货地是哪里？,商家发货地是哪里？
我打消费者服务热线,,,,平台官方热线电话是多少？,平台官方热线电话是多少？,平台官方热线电话是多少？
商家说已经收到货不给退,,,,已经退货了，多久可以退款？,已经退货了，多久可以退款？,平台官方热线电话是多少？
从下单到现在已经10多天了？,,,,下单后多久可以收到？,,买到假货
我没等红包出来就返回了，怎么才能继续找到那个红包页面,,,,快递中途显示返回了,快递中途显示返回了,快递中途显示返回了
好的。大概多久有结果呢？,,,,下单后多久可以收到？,下单后多久可以收到？,下单后多久可以收到？
我直接联系,,,,如何联系人工在线客服？,如何联系人工在线客服？,如何联系人工在线客服？
电话都不来一个？,,,,平台官方热线电话是多少？,平台官方热线电话是多少？,平台官方热线电话是多少？
你帮我退一下吧 我该下地址,,,,如何查看商家退货地址？,如何查看商家退货地址？,如何查看商家退货地址？
那多久自动收货,,购买后多久可以收到产品？,,购买后多久可以收到产品？,质量问题,
请问优惠券可以,,,,,,
我在等回馈 别的没有了,,,,,,
麻烦帮我催催吧,,,,快递停滞不更新,快递停滞不更新,快递停滞不更新
合适吗,,,,什么快递发货？,,什么是7天无理由退货？
手机号没有绑定,,,,,,
你们还不用赔偿了,,,,,,
那是我退款了，回来他再发了,,,,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？
订单编号：<订单号>,,,,,,
你看上周五我问的,,,,快递无走件信息,,描述不符
我看物流显示,,快递无走件信息,,如何查看物流信息？,如何查看物流信息？,如何查看物流信息？
发一下物流电话,,,,平台官方热线电话是多少？,平台官方热线电话是多少？,平台官方热线电话是多少？
是不是这个,,,,,,
刷新完就这样[流汗],,,,,,
不用了，店家已经明确表示不会退款的,,商家拒绝退款/退货申请，怎么办？,,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？
让我再次申请退款,,发起售后申请后多久可以退款？,,如何申请退款/退货？,如何申请退款/退货？,
修改了可以用于以后的订单,,买错了，需要修改订单内容,,买错了，需要修改订单内容,买错了，需要修改订单内容,
到账啦，可能红包延迟了吧,,,,,,
请快点解决问题,,,,后台显示待退货,后台显示待退货,后台显示待退货
我没必要跟他们费口舌,,,,,,
我怎么查询这个订单,,,,,,
电话没人接,,,,平台官方热线电话是多少？,平台官方热线电话是多少？,
怎么商家入驻？,,,,,,
我的订单不用我付运费吧,,,,,,
不好喝，包装和纸箱糊到一起了,,,,,,
这个情况我跟商家反馈几天了,,,,商家拒绝退款/退货申请，怎么办？,商家拒绝退款/退货申请，怎么办？,商家拒绝退款/退货申请，怎么办？
请安排退款,,,,发起售后申请后多久可以退款？,后台显示待退货,发起售后申请后多久可以退款？
但是已经过了二十四小时了,,,,商家一直不发货,后台显示待退货,后台显示待退货
这种情况一般怎么处理,,,,如何操作退货？,如何操作退货？,如何操作退货？
退货太麻烦,,什么是7天无理由退货？,,如何操作退货？,如何操作退货？,
我也不知道在哪看,,,,如何查看物流信息？,如何查看物流信息？,如何查看商家退货地址？
嗯，尽快回复，谢谢,,,,,,
怎么找商家客服,,,,如何联系人工在线客服？,如何联系人工在线客服？,如何联系人工在线客服？
你看我啥时候下单的,,,,下单后多久可以收到？,,
可是我没有用过这个啊,,,,,,
你们专员是光吃饭不干活吧,,,,,,
什么时间,,,,,,
你们还行不行了,,,,,,
我拿袋子来装东西都漏,,,,质量问题,质量问题,
请问下你们产品合作应该跟谁联系呢。,,,,,,
我5.7号的投诉，直到5.20号你们客服让自己申请部分退款,,发起售后申请后多久可以退款？,,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？
你看下到了吗,,,,下单后多久可以收到？,下单后多久可以收到？,买到假货
地址是河北省唐山市丰润区老庄子镇沙雾庄村,,,,,,
是给补发的,,,,质量问题,申请退货/退款后如何操作撤销退货/退款申请？,质量问题
艹,,,,平台官方热线电话是多少？,平台官方热线电话是多少？,平台官方热线电话是多少？
然后呢？ 还需要我提供地址吗,,,,如何查看商家退货地址？,如何操作退货？,如何操作退货？
可否投诉,,,,快递停滞不更新,快递停滞不更新,快递停滞不更新
退款就行了,,发起售后申请后多久可以退款？,,如何申请退款/退货？,如何申请退款/退货？,如何申请退款/退货？
3.1,,,,快递停滞不更新,快递停滞不更新,快递停滞不更新
刚才那家掌柜联系我，说是退款2毛钱呢,,,,如何申请退款/退货？,如何申请退款/退货？,
也没给我啊,,,,商家拒绝退款/退货申请，怎么办？,商家拒绝退款/退货申请，怎么办？,坏果烂果
没品牌妈说,,,,,,
刚图片就那两个,,,,,,
不懂,,,,如何查看物流信息？,如何查看物流信息？,如何查看物流信息？
算了，我懒得要，垃圾企鹅系统,,,,如何操作退货？,如何操作退货？,
之后好像就不可以了,,,,,,
我等了2天没回款,,,,,,
要退回才能申请吗,,已经退货了，多久可以退款？,,申请退货/退款后如何操作撤销退货/退款申请？,,申请退货/退款后如何操作撤销退货/退款申请？
没有快递单号，我也没法联系快递小哥拒收,,快递无走件信息,,,,
明天上午10点之前必须退给我,,,,后台显示待退货,后台显示待退货,后台显示待退货
全都给了,,,,平台客服介入处理需要多久？,,
我那订单货，你们平台怎么处理的，没有结果呢,,,,后台显示待退货,,
有全面的规则玩法讲解么？,,,,商家一直不发货,商家一直不发货,商家一直不发货
商家服务,,,,如何申请退款/退货？,,如何申请退款/退货？
体验了一单，发货时间要，48小时,,,,下单后多久可以发货？,下单后多久可以发货？,下单后多久可以发货？
这商家的问题，应该给我寄过去正确的地址，没毛病吧,,,,如何查看商家退货地址？,如何查看商家退货地址？,如何查看商家退货地址？
有改吗,,,,质量问题,质量问题,
那从什么时候开始算啊？,,,,,,
到了设,,,,下单后多久可以收到？,下单后多久可以收到？,买到假货
申请退款的订单直接给我取消了。我说了是玉米发酸了才申请退款的，商家要是愿意出运费我可以把剩下的四根玉米退回去,,,,如何操作取消订单？,如何操作取消订单？,如何操作取消订单？
你好，因为买鸡蛋破损，店家叫我发收款码要赔付我四块，我发错付款码，这样我付款码在他那会不会造成我的经济损失呢？,,收到商品破损/少件/错发,,买错了，需要修改订单内容,,如何修改收货地址或订单信息？
就是那样的啊,,,,快递停滞不更新,快递停滞不更新,快递停滞不更新
退出,,,,如何操作取消订单？,如何操作取消订单？,如何操作取消订单？
不用了，说是单号上传错了,,,,,质量问题,
上个客服也是这样啊,,,,,,
麻烦给我开一下,,,,,,
就这样没了？,,,,商家一直不发货,商家一直不发货,商家一直不发货
咋办,,,,快递停滞不更新,快递停滞不更新,快递中途显示返回了
质量不好我要退款,,收到商品破损/少件/错发,,如何操作退货？,如何操作退货？,如何操作退货？
这能吃吗？,,,,,,
<订单号> 这单处理好了么？,,,,,,
我朋友不是在专属绝杀价里面购买的呢,,,,,,
我的那纸还没收到,,,,,,
第三，还没有退货了直接给我返运费，写的7天无理由退货,,什么是7天无理由退货？,,什么是7天无理由退货？,什么是7天无理由退货？,什么是7天无理由退货？
不管 不问,,,,什么是7天无理由退货？,什么是7天无理由退货？,
多谢,,,,如何操作取消订单？,如何操作取消订单？,如何操作取消订单？
好气呀,,,,如何修改收货地址或订单信息？,如何修改收货地址或订单信息？,如何修改收货地址或订单信息？
我已经联系到他们,,,,,,
"/:,@o/:,@o/:,@o",,,,,,
一星期了,,,,,,
第一次在你们平台买东西就出这样的问题，以后不敢在这上面买东西了,,,,如何申请退款/退货？,如何申请退款/退货？,如何申请退款/退货？
但是没有返，什么都不显示,,,,发起售后申请后多久可以退款？,发起售后申请后多久可以退款？,
笑了,,,,买错了，需要修改订单内容,买错了，需要修改订单内容,
找你们客服反馈个这个简单的事，简直拉低人的智商,,,,如何联系人工在线客服？,如何联系人工在线客服？,已经退货了，多久可以退款？
我那个单还没有处理好吗。,,,,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？
要退回去吗,,已经退货了，多久可以退款？,,什么是7天无理由退货？,你们平台卖的是正品吗？,你们平台卖的是正品吗？
我要求按照法律法规赔偿,,,,,,
入驻要不要交钱,,,,,,
没发货我就退掉了,,,,什么是7天无理由退货？,后台显示待退货,什么是7天无理由退货？
而且卖家一直不回复信息,,,,,,
可是我不想退款重拍[Facepalm],,,,,,
快递到了吗,,快递无走件信息,,什么快递发货？,买错了，需要修改订单内容,什么快递发货？
取消好了吗,,,,如何操作取消订单？,,如何操作取消订单？
我知道你们工作人员的不易，但我要解决结果，你们平台解决不了吗？,,,,平台客服介入处理需要多久？,平台客服介入处理需要多久？,平台客服介入处理需要多久？
拍错码了，现在联系不到商家，申请退再重拍,,,,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？,申请退货/退款后如何操作撤销退货/退款申请？
联系这个电话可以吗,,,,平台官方热线电话是多少？,已经退货了，多久可以退款？,已经退货了，多久可以退款？
商家不在线,,,,如何联系人工在线客服？,如何联系人工在线客服？,如何联系人工在线客服？
发货在,,下单后多久可以发货？,,商家一直不发货,商家一直不发货,商家一直不发货
总是跳到新人啥啥的,,,,,平台客服介入处理需要多久？,